# CSV-File created with merge-csv.com
# -----------------------------------------------------------

Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12,Column 13,Column 14,Column 15,Column 16,Column 17,Column 18,Column 19,Column 20
5720,2|7|13|19|20,3,"$169,956.00",9,,,,,,,,,,,,,,,
17-Apr-19,,,,,,,,,,,,,,,,,,,
5721,4|6|14|18|19,1,"$204,008.00",8,,,,,,,,,,,,,,,
18-Apr-19,,,,,,,,,,,,,,,,,,,
5722,2|3|11|12|19,2,"$174,852.00",6,,,,,,,,,,,,,,,
20-Apr-19,,,,,,,,,,,,,,,,,,,
5723,1|2|6|12|15,4,X,X,,,,,,,,,,,,,,,
22-Apr-19,,,,,,,,,,,,,,,,,,,
5724,1|2|11|12|14,2,"$111,522.00",3,,,,,,,,,,,,,,,
23-Apr-19,,,,,,,,,,,,,,,,,,,
5725,4|5|11|12|17,1,"$143,832.00",6,,,,,,,,,,,,,,,
24-Apr-19,,,,,,,,,,,,,,,,,,,
5726,3|12|15|19|20,3,"$193,256.00",8,,,,,,,,,,,,,,,
25-Apr-19,,,,,,,,,,,,,,,,,,,
5727,2|4|6|10|18,3,"$160,523.00",11,,,,,,,,,,,,,,,
26-Apr-19,,,,,,,,,,,,,,,,,,,
5728,5|8|13|18|19,1,"$161,018.00",11,,,,,,,,,,,,,,,
27-Apr-19,,,,,,,,,,,,,,,,,,,
5729,8|10|11|14|15,2,X,X,,,,,,,,,,,,,,,
29-Apr-19,,,,,,,,,,,,,,,,,,,
5730,4|7|10|14|17,3,"$156,960.00",9,,,,,,,,,,,,,,,
30-Apr-19,,,,,,,,,,,,,,,,,,,
5731,2|5|14|16|20,1,"$166,376.00",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-May-19,,,,,,,,,,,,,,,,,,,
5732,6|8|16|17|18,4,"$227,472.00",8,,,,,,,,,,,,,,,
02-May-19,,,,,,,,,,,,,,,,,,,
5733,2|10|11|17|19,3,"$187,467.00",7,,,,,,,,,,,,,,,
03-May-19,,,,,,,,,,,,,,,,,,,
5734,11|14|18|19|20,1,"$178,836.00",6,,,,,,,,,,,,,,,
04-May-19,,,,,,,,,,,,,,,,,,,
5735,1|3|9|13|15,3,X,X,,,,,,,,,,,,,,,
06-May-19,,,,,,,,,,,,,,,,,,,
5736,4|5|9|12|20,2,"$167,772.00",12,,,,,,,,,,,,,,,
07-May-19,,,,,,,,,,,,,,,,,,,
5737,2|4|13|16|17,4,"$163,167.00",3,,,,,,,,,,,,,,,
08-May-19,,,,,,,,,,,,,,,,,,,
5738,8|12|17|18|20,4,"$217,200.00",5,,,,,,,,,,,,,,,
09-May-19,,,,,,,,,,,,,,,,,,,
5739,6|8|12|14|20,4,"$170,605.00",5,,,,,,,,,,,,,,,
10-May-19,,,,,,,,,,,,,,,,,,,
5740,1|2|8|15|20,1,"$178,962.00",7,,,,,,,,,,,,,,,
11-May-19,,,,,,,,,,,,,,,,,,,
5741,1|2|3|15|18,4,X,X,,,,,,,,,,,,,,,
13-May-19,,,,,,,,,,,,,,,,,,,
5742,1|9|11|15|17,3,"$165,303.00",3,,,,,,,,,,,,,,,
14-May-19,,,,,,,,,,,,,,,,,,,
5743,7|14|15|18|19,3,"$200,334.00",519,,,,,,,,,,,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,,,,,,,,,,,,,,,,,,,
15-May-19,,,,,,,,,,,,,,,,,,,
5744,1|3|4|7|11,1,"$235,158.00",11,,,,,,,,,,,,,,,
16-May-19,,,,,,,,,,,,,,,,,,,
5745,6|13|14|16|18,3,"$182,574.00",7,,,,,,,,,,,,,,,
17-May-19,,,,,,,,,,,,,,,,,,,
5746,1|9|10|13|16,4,"$182,868.00",6,,,,,,,,,,,,,,,
18-May-19,,,,,,,,,,,,,,,,,,,
5747,2|6|13|15|17,4,"$269,520.00",12,,,,,,,,,,,,,,,
20-May-19,,,,,,,,,,,,,,,,,,,
5748,3|13|16|18|19,4,"$167,490.00",5,,,,,,,,,,,,,,,
21-May-19,,,,,,,,,,,,,,,,,,,
5749,1|3|4|11|15,1,"$156,685.00",5,,,,,,,,,,,,,,,
22-May-19,,,,,,,,,,,,,,,,,,,
5750,3|4|13|18|20,3,"$182,230.00",5,,,,,,,,,,,,,,,
23-May-19,,,,,,,,,,,,,,,,,,,
5751,1|11|12|13|18,2,"$170,624.00",4,,,,,,,,,,,,,,,
24-May-19,,,,,,,,,,,,,,,,,,,
5752,5|7|13|16|19,3,"$165,025.00",5,,,,,,,,,,,,,,,
25-May-19,,,,,,,,,,,,,,,,,,,
5753,2|6|7|14|16,4,"$219,681.00",9,,,,,,,,,,,,,,,
27-May-19,,,,,,,,,,,,,,,,,,,
5754,6|11|13|18|19,4,"$174,474.00",9,,,,,,,,,,,,,,,
28-May-19,,,,,,,,,,,,,,,,,,,
5755,6|10|11|12|16,1,"$160,152.00",8,,,,,,,,,,,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,,,,,,,,,,,,,,,,,,,
29-May-19,,,,,,,,,,,,,,,,,,,
5756,2|6|8|10|19,1,"$198,540.00",4,,,,,,,,,,,,,,,
30-May-19,,,,,,,,,,,,,,,,,,,
5757,6|12|15|17|18,4,"$127,608.00",2,,,,,,,,,,,,,,,
31-May-19,,,,,,,,,,,,,,,,,,,
5758,1|7|13|14|19,1,"$170,821.00",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Jun-19,,,,,,,,,,,,,,,,,,,
5759,4|5|14|16|20,2,X,X,,,,,,,,,,,,,,,
03-Jun-19,,,,,,,,,,,,,,,,,,,
5760,5|6|8|9|16,4,"$178,530.00",6,,,,,,,,,,,,,,,
04-Jun-19,,,,,,,,,,,,,,,,,,,
5761,1|8|13|14|15,1,"$174,894.00",3,,,,,,,,,,,,,,,
06-Jun-19,,,,,,,,,,,,,,,,,,,
5762,2|5|12|13|16,3,"$178,288.00",8,,,,,,,,,,,,,,,
07-Jun-19,,,,,,,,,,,,,,,,,,,
5763,5|6|14|18|19,1,"$167,940.00",9,,,,,,,,,,,,,,,
08-Jun-19,,,,,,,,,,,,,,,,,,,
5764,9|10|14|15|16,2,"$233,320.00",10,,,,,,,,,,,,,,,
10-Jun-19,,,,,,,,,,,,,,,,,,,
5765,3|4|14|19|20,3,"$166,544.00",7,,,,,,,,,,,,,,,
11-Jun-19,,,,,,,,,,,,,,,,,,,
5766,6|7|9|14|15,1,"$147,876.00",3,,,,,,,,,,,,,,,
12-Jun-19,,,,,,,,,,,,,,,,,,,
5767,2|3|9|10|18,1,"$179,312.00",7,,,,,,,,,,,,,,,
13-Jun-19,,,,,,,,,,,,,,,,,,,
5768,3|6|11|12|18,3,"$162,349.00",1,,,,,,,,,,,,,,,
14-Jun-19,,,,,,,,,,,,,,,,,,,
5769,2|5|9|18|20,3,"$171,392.00",8,,,,,,,,,,,,,,,
15-Jun-19,,,,,,,,,,,,,,,,,,,
5770,4|9|15|17|19,2,X,X,,,,,,,,,,,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,,,,,,,,,,,,,,,,,,,
17-Jun-19,,,,,,,,,,,,,,,,,,,
5771,5|8|9|19|20,3,"$162,090.00",10,,,,,,,,,,,,,,,
18-Jun-19,,,,,,,,,,,,,,,,,,,
5772,5|9|10|16|18,1,"$160,632.00",6,,,,,,,,,,,,,,,
19-Jun-19,,,,,,,,,,,,,,,,,,,
5773,6|12|13|15|19,1,"$150,410.00",10,,,,,,,,,,,,,,,
21-Jun-19,,,,,,,,,,,,,,,,,,,
5774,1|4|8|13|17,1,"$156,546.00",9,,,,,,,,,,,,,,,
22-Jun-19,,,,,,,,,,,,,,,,,,,
5775,3|4|12|18|19,2,"$210,618.00",9,,,,,,,,,,,,,,,
24-Jun-19,,,,,,,,,,,,,,,,,,,
5776,2|6|9|14|15,4,"$148,956.00",12,,,,,,,,,,,,,,,
25-Jun-19,,,,,,,,,,,,,,,,,,,
5777,4|5|11|15|16,1,X,X,,,,,,,,,,,,,,,
26-Jun-19,,,,,,,,,,,,,,,,,,,
5778,3|4|7|10|13,4,"$173,079.00",9,,,,,,,,,,,,,,,
27-Jun-19,,,,,,,,,,,,,,,,,,,
5779,1|5|6|10|12,3,"$168,384.00",6,,,,,,,,,,,,,,,
28-Jun-19,,,,,,,,,,,,,,,,,,,
5780,4|5|9|10|17,4,"$172,746.00",7,,,,,,,,,,,,,,,
29-Jun-19,,,,,,,,,,,,,,,,,,,
5781,3|4|5|8|19,2,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Aug-19,,,,,,,,,,,,,,,,,,,
5809,2|7|9|15|18,3,"$130,050.00",6,,,,,,,,,,,,,,,
02-Aug-19,,,,,,,,,,,,,,,,,,,
5810,2|5|6|13|16,1,"$172,548.00",3,,,,,,,,,,,,,,,
03-Aug-19,,,,,,,,,,,,,,,,,,,
5811,6|8|11|12|13,3,X,X,,,,,,,,,,,,,,,
05-Aug-19,,,,,,,,,,,,,,,,,,,
5812,4|5|8|10|14,3,"$162,376.00",8,,,,,,,,,,,,,,,
06-Aug-19,,,,,,,,,,,,,,,,,,,
5813,3|7|11|16|20,2,"$156,568.00",8,,,,,,,,,,,,,,,
07-Aug-19,,,,,,,,,,,,,,,,,,,
5814,2|6|13|17|20,1,"$207,452.00",7,,,,,,,,,,,,,,,
08-Aug-19,,,,,,,,,,,,,,,,,,,
5815,4|7|11|13|18,2,"$159,296.00",4,,,,,,,,,,,,,,,
09-Aug-19,,,,,,,,,,,,,,,,,,,
5816,5|8|9|13|16,1,"$158,796.00",9,,,,,,,,,,,,,,,
10-Aug-19,,,,,,,,,,,,,,,,,,,
5817,8|9|10|14|18,3,"$228,760.00",7,,,,,,,,,,,,,,,
12-Aug-19,,,,,,,,,,,,,,,,,,,
5818,2|6|7|9|16,2,"$155,874.00",6,,,,,,,,,,,,,,,
13-Aug-19,,,,,,,,,,,,,,,,,,,
5819,1|3|7|8|20,3,"$152,394.00",6,,,,,,,,,,,,,,,
14-Aug-19,,,,,,,,,,,,,,,,,,,
5820,2|3|7|12|18,2,"$199,448.00",4,,,,,,,,,,,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,,,,,,,,,,,,,,,,,,,
15-Aug-19,,,,,,,,,,,,,,,,,,,
5821,2|3|7|8|10,3,"$168,822.00",9,,,,,,,,,,,,,,,
16-Aug-19,,,,,,,,,,,,,,,,,,,
5822,3|9|10|13|20,2,"$178,374.00",6,,,,,,,,,,,,,,,
17-Aug-19,,,,,,,,,,,,,,,,,,,
5823,1|2|5|7|13,2,X,X,,,,,,,,,,,,,,,
19-Aug-19,,,,,,,,,,,,,,,,,,,
5824,8|10|11|13|20,3,"$163,410.00",6,,,,,,,,,,,,,,,
20-Aug-19,,,,,,,,,,,,,,,,,,,
5825,5|6|13|15|18,1,"$151,470.00",6,,,,,,,,,,,,,,,
21-Aug-19,,,,,,,,,,,,,,,,,,,
5826,1|9|10|12|14,1,"$171,156.00",6,,,,,,,,,,,,,,,
22-Aug-19,,,,,,,,,,,,,,,,,,,
5827,2|11|14|17|20,4,"$152,251.00",11,,,,,,,,,,,,,,,
23-Aug-19,,,,,,,,,,,,,,,,,,,
